OMRÅDE;ENHED;BOERNALD;BOERNAL1;TID;INDHOLD
Frederikshavn;Familier;0 år;12 år;1986;7222
Frederikshavn;Familier;0 år;12 år;1987;7144
Frederikshavn;Familier;0 år;12 år;1988;7032
Frederikshavn;Familier;0 år;12 år;1989;6878
Frederikshavn;Familier;0 år;12 år;1990;6755
Frederikshavn;Familier;0 år;12 år;1991;6658
Frederikshavn;Familier;0 år;12 år;1992;6597
Frederikshavn;Familier;0 år;12 år;1993;6535
Frederikshavn;Familier;0 år;12 år;1994;6425
Frederikshavn;Familier;0 år;12 år;1995;6440
Frederikshavn;Familier;0 år;12 år;1996;6454
Frederikshavn;Familier;0 år;12 år;1997;6389
Frederikshavn;Familier;0 år;12 år;1998;6361
Frederikshavn;Familier;0 år;12 år;1999;6306
Frederikshavn;Familier;0 år;12 år;2000;6297
Frederikshavn;Familier;0 år;12 år;2001;6210
Frederikshavn;Familier;0 år;12 år;2002;6142
Frederikshavn;Familier;0 år;12 år;2003;6048
Frederikshavn;Familier;0 år;12 år;2004;5944
Frederikshavn;Familier;0 år;12 år;2005;5856
Frederikshavn;Familier;0 år;12 år;2006;5684
Frederikshavn;Familier;0 år;12 år;2007;5568
Frederikshavn;Familier;0 år;12 år;2008;5465
Frederikshavn;Familier;0 år;12 år;2009;5319
Frederikshavn;Familier;0 år;12 år;2010;5151
Frederikshavn;Familier;0 år;12 år;2011;4985
Frederikshavn;Familier;0 år;12 år;2012;4910
Frederikshavn;Familier;0 år;12 år;2013;4780
Frederikshavn;Familier;0 år;12 år;2014;4662
Frederikshavn;Familier;0 år;12 år;2015;4621
Frederikshavn;Familier;0 år;12 år;2016;4569
Frederikshavn;Familier;0 år;12 år;2017;4564
Frederikshavn;Familier;0 år;12 år;2018;4507
Frederikshavn;Familier;0 år;12 år;2019;4474
Frederikshavn;Familier;0 år;12 år;2020;4398
Frederikshavn;Familier;0 år;12 år;2021;4298
Frederikshavn;Familier;0 år;12 år;2022;4234
Frederikshavn;Familier;0 år;12 år;2023;4206
Frederikshavn;Familier;0 år;12 år;2024;4066
Hjørring;Familier;0 år;12 år;1986;6973
Hjørring;Familier;0 år;12 år;1987;6962
Hjørring;Familier;0 år;12 år;1988;6852
Hjørring;Familier;0 år;12 år;1989;6796
Hjørring;Familier;0 år;12 år;1990;6753
Hjørring;Familier;0 år;12 år;1991;6675
Hjørring;Familier;0 år;12 år;1992;6657
Hjørring;Familier;0 år;12 år;1993;6627
Hjørring;Familier;0 år;12 år;1994;6612
Hjørring;Familier;0 år;12 år;1995;6687
Hjørring;Familier;0 år;12 år;1996;6715
Hjørring;Familier;0 år;12 år;1997;6761
Hjørring;Familier;0 år;12 år;1998;6828
Hjørring;Familier;0 år;12 år;1999;6812
Hjørring;Familier;0 år;12 år;2000;6795
Hjørring;Familier;0 år;12 år;2001;6794
Hjørring;Familier;0 år;12 år;2002;6804
Hjørring;Familier;0 år;12 år;2003;6779
Hjørring;Familier;0 år;12 år;2004;6676
Hjørring;Familier;0 år;12 år;2005;6612
Hjørring;Familier;0 år;12 år;2006;6493
Hjørring;Familier;0 år;12 år;2007;6356
Hjørring;Familier;0 år;12 år;2008;6165
Hjørring;Familier;0 år;12 år;2009;6016
Hjørring;Familier;0 år;12 år;2010;5895
Hjørring;Familier;0 år;12 år;2011;5799
Hjørring;Familier;0 år;12 år;2012;5687
Hjørring;Familier;0 år;12 år;2013;5570
Hjørring;Familier;0 år;12 år;2014;5454
Hjørring;Familier;0 år;12 år;2015;5394
Hjørring;Familier;0 år;12 år;2016;5372
Hjørring;Familier;0 år;12 år;2017;5296
Hjørring;Familier;0 år;12 år;2018;5232
Hjørring;Familier;0 år;12 år;2019;5170
Hjørring;Familier;0 år;12 år;2020;5162
Hjørring;Familier;0 år;12 år;2021;5067
Hjørring;Familier;0 år;12 år;2022;4984
Hjørring;Familier;0 år;12 år;2023;4938
Hjørring;Familier;0 år;12 år;2024;4870
Jammerbugt;Familier;0 år;12 år;1986;4238
Jammerbugt;Familier;0 år;12 år;1987;4161
Jammerbugt;Familier;0 år;12 år;1988;4124
Jammerbugt;Familier;0 år;12 år;1989;4070
Jammerbugt;Familier;0 år;12 år;1990;3994
Jammerbugt;Familier;0 år;12 år;1991;3942
Jammerbugt;Familier;0 år;12 år;1992;3852
Jammerbugt;Familier;0 år;12 år;1993;3840
Jammerbugt;Familier;0 år;12 år;1994;3814
Jammerbugt;Familier;0 år;12 år;1995;3777
Jammerbugt;Familier;0 år;12 år;1996;3820
Jammerbugt;Familier;0 år;12 år;1997;3845
Jammerbugt;Familier;0 år;12 år;1998;3863
Jammerbugt;Familier;0 år;12 år;1999;3843
Jammerbugt;Familier;0 år;12 år;2000;3873
Jammerbugt;Familier;0 år;12 år;2001;3919
Jammerbugt;Familier;0 år;12 år;2002;3925
Jammerbugt;Familier;0 år;12 år;2003;3920
Jammerbugt;Familier;0 år;12 år;2004;3897
Jammerbugt;Familier;0 år;12 år;2005;3872
Jammerbugt;Familier;0 år;12 år;2006;3804
Jammerbugt;Familier;0 år;12 år;2007;3823
Jammerbugt;Familier;0 år;12 år;2008;3711
Jammerbugt;Familier;0 år;12 år;2009;3653
Jammerbugt;Familier;0 år;12 år;2010;3591
Jammerbugt;Familier;0 år;12 år;2011;3531
Jammerbugt;Familier;0 år;12 år;2012;3510
Jammerbugt;Familier;0 år;12 år;2013;3448
Jammerbugt;Familier;0 år;12 år;2014;3372
Jammerbugt;Familier;0 år;12 år;2015;3312
Jammerbugt;Familier;0 år;12 år;2016;3313
Jammerbugt;Familier;0 år;12 år;2017;3284
Jammerbugt;Familier;0 år;12 år;2018;3274
Jammerbugt;Familier;0 år;12 år;2019;3222
Jammerbugt;Familier;0 år;12 år;2020;3187
Jammerbugt;Familier;0 år;12 år;2021;3177
Jammerbugt;Familier;0 år;12 år;2022;3134
Jammerbugt;Familier;0 år;12 år;2023;3088
Jammerbugt;Familier;0 år;12 år;2024;2981
Læsø;Familier;0 år;12 år;1986;262
Læsø;Familier;0 år;12 år;1987;253
Læsø;Familier;0 år;12 år;1988;242
Læsø;Familier;0 år;12 år;1989;241
Læsø;Familier;0 år;12 år;1990;234
Læsø;Familier;0 år;12 år;1991;223
Læsø;Familier;0 år;12 år;1992;215
Læsø;Familier;0 år;12 år;1993;215
Læsø;Familier;0 år;12 år;1994;220
Læsø;Familier;0 år;12 år;1995;220
Læsø;Familier;0 år;12 år;1996;220
Læsø;Familier;0 år;12 år;1997;221
Læsø;Familier;0 år;12 år;1998;209
Læsø;Familier;0 år;12 år;1999;190
Læsø;Familier;0 år;12 år;2000;192
Læsø;Familier;0 år;12 år;2001;182
Læsø;Familier;0 år;12 år;2002;179
Læsø;Familier;0 år;12 år;2003;173
Læsø;Familier;0 år;12 år;2004;167
Læsø;Familier;0 år;12 år;2005;159
Læsø;Familier;0 år;12 år;2006;151
Læsø;Familier;0 år;12 år;2007;150
Læsø;Familier;0 år;12 år;2008;139
Læsø;Familier;0 år;12 år;2009;135
Læsø;Familier;0 år;12 år;2010;127
Læsø;Familier;0 år;12 år;2011;118
Læsø;Familier;0 år;12 år;2012;105
Læsø;Familier;0 år;12 år;2013;100
Læsø;Familier;0 år;12 år;2014;92
Læsø;Familier;0 år;12 år;2015;94
Læsø;Familier;0 år;12 år;2016;96
Læsø;Familier;0 år;12 år;2017;97
Læsø;Familier;0 år;12 år;2018;86
Læsø;Familier;0 år;12 år;2019;86
Læsø;Familier;0 år;12 år;2020;81
Læsø;Familier;0 år;12 år;2021;83
Læsø;Familier;0 år;12 år;2022;79
Læsø;Familier;0 år;12 år;2023;78
Læsø;Familier;0 år;12 år;2024;80
Mariagerfjord;Familier;0 år;12 år;1986;4057
Mariagerfjord;Familier;0 år;12 år;1987;4027
Mariagerfjord;Familier;0 år;12 år;1988;4003
Mariagerfjord;Familier;0 år;12 år;1989;4011
Mariagerfjord;Familier;0 år;12 år;1990;4051
Mariagerfjord;Familier;0 år;12 år;1991;4066
Mariagerfjord;Familier;0 år;12 år;1992;4012
Mariagerfjord;Familier;0 år;12 år;1993;4026
Mariagerfjord;Familier;0 år;12 år;1994;4034
Mariagerfjord;Familier;0 år;12 år;1995;4035
Mariagerfjord;Familier;0 år;12 år;1996;4082
Mariagerfjord;Familier;0 år;12 år;1997;4174
Mariagerfjord;Familier;0 år;12 år;1998;4235
Mariagerfjord;Familier;0 år;12 år;1999;4221
Mariagerfjord;Familier;0 år;12 år;2000;4218
Mariagerfjord;Familier;0 år;12 år;2001;4215
Mariagerfjord;Familier;0 år;12 år;2002;4230
Mariagerfjord;Familier;0 år;12 år;2003;4231
Mariagerfjord;Familier;0 år;12 år;2004;4161
Mariagerfjord;Familier;0 år;12 år;2005;4122
Mariagerfjord;Familier;0 år;12 år;2006;4070
Mariagerfjord;Familier;0 år;12 år;2007;4025
Mariagerfjord;Familier;0 år;12 år;2008;4008
Mariagerfjord;Familier;0 år;12 år;2009;3948
Mariagerfjord;Familier;0 år;12 år;2010;3885
Mariagerfjord;Familier;0 år;12 år;2011;3858
Mariagerfjord;Familier;0 år;12 år;2012;3750
Mariagerfjord;Familier;0 år;12 år;2013;3668
Mariagerfjord;Familier;0 år;12 år;2014;3582
Mariagerfjord;Familier;0 år;12 år;2015;3518
Mariagerfjord;Familier;0 år;12 år;2016;3486
Mariagerfjord;Familier;0 år;12 år;2017;3446
Mariagerfjord;Familier;0 år;12 år;2018;3426
Mariagerfjord;Familier;0 år;12 år;2019;3417
Mariagerfjord;Familier;0 år;12 år;2020;3358
Mariagerfjord;Familier;0 år;12 år;2021;3256
Mariagerfjord;Familier;0 år;12 år;2022;3230
Mariagerfjord;Familier;0 år;12 år;2023;3232
Mariagerfjord;Familier;0 år;12 år;2024;3208
Morsø;Familier;0 år;12 år;1986;2371
Morsø;Familier;0 år;12 år;1987;2333
Morsø;Familier;0 år;12 år;1988;2282
Morsø;Familier;0 år;12 år;1989;2219
Morsø;Familier;0 år;12 år;1990;2213
Morsø;Familier;0 år;12 år;1991;2202
Morsø;Familier;0 år;12 år;1992;2155
Morsø;Familier;0 år;12 år;1993;2142
Morsø;Familier;0 år;12 år;1994;2124
Morsø;Familier;0 år;12 år;1995;2139
Morsø;Familier;0 år;12 år;1996;2139
Morsø;Familier;0 år;12 år;1997;2129
Morsø;Familier;0 år;12 år;1998;2145
Morsø;Familier;0 år;12 år;1999;2158
Morsø;Familier;0 år;12 år;2000;2147
Morsø;Familier;0 år;12 år;2001;2133
Morsø;Familier;0 år;12 år;2002;2106
Morsø;Familier;0 år;12 år;2003;2105
Morsø;Familier;0 år;12 år;2004;2093
Morsø;Familier;0 år;12 år;2005;2034
Morsø;Familier;0 år;12 år;2006;1986
Morsø;Familier;0 år;12 år;2007;1964
Morsø;Familier;0 år;12 år;2008;1866
Morsø;Familier;0 år;12 år;2009;1833
Morsø;Familier;0 år;12 år;2010;1789
Morsø;Familier;0 år;12 år;2011;1745
Morsø;Familier;0 år;12 år;2012;1713
Morsø;Familier;0 år;12 år;2013;1640
Morsø;Familier;0 år;12 år;2014;1617
Morsø;Familier;0 år;12 år;2015;1576
Morsø;Familier;0 år;12 år;2016;1538
Morsø;Familier;0 år;12 år;2017;1543
Morsø;Familier;0 år;12 år;2018;1520
Morsø;Familier;0 år;12 år;2019;1518
Morsø;Familier;0 år;12 år;2020;1491
Morsø;Familier;0 år;12 år;2021;1457
Morsø;Familier;0 år;12 år;2022;1434
Morsø;Familier;0 år;12 år;2023;1419
Morsø;Familier;0 år;12 år;2024;1370
Rebild;Familier;0 år;12 år;1986;2988
Rebild;Familier;0 år;12 år;1987;2984
Rebild;Familier;0 år;12 år;1988;3009
Rebild;Familier;0 år;12 år;1989;2970
Rebild;Familier;0 år;12 år;1990;2928
Rebild;Familier;0 år;12 år;1991;2899
Rebild;Familier;0 år;12 år;1992;2849
Rebild;Familier;0 år;12 år;1993;2843
Rebild;Familier;0 år;12 år;1994;2816
Rebild;Familier;0 år;12 år;1995;2768
Rebild;Familier;0 år;12 år;1996;2820
Rebild;Familier;0 år;12 år;1997;2812
Rebild;Familier;0 år;12 år;1998;2868
Rebild;Familier;0 år;12 år;1999;2889
Rebild;Familier;0 år;12 år;2000;2915
Rebild;Familier;0 år;12 år;2001;2943
Rebild;Familier;0 år;12 år;2002;3014
Rebild;Familier;0 år;12 år;2003;3025
Rebild;Familier;0 år;12 år;2004;3053
Rebild;Familier;0 år;12 år;2005;3063
Rebild;Familier;0 år;12 år;2006;3019
Rebild;Familier;0 år;12 år;2007;3027
Rebild;Familier;0 år;12 år;2008;2966
Rebild;Familier;0 år;12 år;2009;2958
Rebild;Familier;0 år;12 år;2010;2934
Rebild;Familier;0 år;12 år;2011;2939
Rebild;Familier;0 år;12 år;2012;2897
Rebild;Familier;0 år;12 år;2013;2882
Rebild;Familier;0 år;12 år;2014;2853
Rebild;Familier;0 år;12 år;2015;2852
Rebild;Familier;0 år;12 år;2016;2880
Rebild;Familier;0 år;12 år;2017;2894
Rebild;Familier;0 år;12 år;2018;2971
Rebild;Familier;0 år;12 år;2019;3004
Rebild;Familier;0 år;12 år;2020;3014
Rebild;Familier;0 år;12 år;2021;3066
Rebild;Familier;0 år;12 år;2022;3069
Rebild;Familier;0 år;12 år;2023;3088
Rebild;Familier;0 år;12 år;2024;3047
Thisted;Familier;0 år;12 år;1986;5079
Thisted;Familier;0 år;12 år;1987;5014
Thisted;Familier;0 år;12 år;1988;4992
Thisted;Familier;0 år;12 år;1989;4965
Thisted;Familier;0 år;12 år;1990;4851
Thisted;Familier;0 år;12 år;1991;4788
Thisted;Familier;0 år;12 år;1992;4714
Thisted;Familier;0 år;12 år;1993;4664
Thisted;Familier;0 år;12 år;1994;4636
Thisted;Familier;0 år;12 år;1995;4618
Thisted;Familier;0 år;12 år;1996;4661
Thisted;Familier;0 år;12 år;1997;4700
Thisted;Familier;0 år;12 år;1998;4670
Thisted;Familier;0 år;12 år;1999;4639
Thisted;Familier;0 år;12 år;2000;4608
Thisted;Familier;0 år;12 år;2001;4594
Thisted;Familier;0 år;12 år;2002;4560
Thisted;Familier;0 år;12 år;2003;4529
Thisted;Familier;0 år;12 år;2004;4420
Thisted;Familier;0 år;12 år;2005;4343
Thisted;Familier;0 år;12 år;2006;4250
Thisted;Familier;0 år;12 år;2007;4149
Thisted;Familier;0 år;12 år;2008;4052
Thisted;Familier;0 år;12 år;2009;3990
Thisted;Familier;0 år;12 år;2010;3929
Thisted;Familier;0 år;12 år;2011;3903
Thisted;Familier;0 år;12 år;2012;3826
Thisted;Familier;0 år;12 år;2013;3747
Thisted;Familier;0 år;12 år;2014;3653
Thisted;Familier;0 år;12 år;2015;3620
Thisted;Familier;0 år;12 år;2016;3583
Thisted;Familier;0 år;12 år;2017;3541
Thisted;Familier;0 år;12 år;2018;3517
Thisted;Familier;0 år;12 år;2019;3524
Thisted;Familier;0 år;12 år;2020;3465
Thisted;Familier;0 år;12 år;2021;3413
Thisted;Familier;0 år;12 år;2022;3370
Thisted;Familier;0 år;12 år;2023;3376
Thisted;Familier;0 år;12 år;2024;3287
Vesthimmerlands;Familier;0 år;12 år;1986;3822
Vesthimmerlands;Familier;0 år;12 år;1987;3826
Vesthimmerlands;Familier;0 år;12 år;1988;3798
Vesthimmerlands;Familier;0 år;12 år;1989;3740
Vesthimmerlands;Familier;0 år;12 år;1990;3725
Vesthimmerlands;Familier;0 år;12 år;1991;3689
Vesthimmerlands;Familier;0 år;12 år;1992;3627
Vesthimmerlands;Familier;0 år;12 år;1993;3626
Vesthimmerlands;Familier;0 år;12 år;1994;3638
Vesthimmerlands;Familier;0 år;12 år;1995;3608
Vesthimmerlands;Familier;0 år;12 år;1996;3637
Vesthimmerlands;Familier;0 år;12 år;1997;3702
Vesthimmerlands;Familier;0 år;12 år;1998;3763
Vesthimmerlands;Familier;0 år;12 år;1999;3793
Vesthimmerlands;Familier;0 år;12 år;2000;3805
Vesthimmerlands;Familier;0 år;12 år;2001;3783
Vesthimmerlands;Familier;0 år;12 år;2002;3763
Vesthimmerlands;Familier;0 år;12 år;2003;3717
Vesthimmerlands;Familier;0 år;12 år;2004;3689
Vesthimmerlands;Familier;0 år;12 år;2005;3651
Vesthimmerlands;Familier;0 år;12 år;2006;3611
Vesthimmerlands;Familier;0 år;12 år;2007;3528
Vesthimmerlands;Familier;0 år;12 år;2008;3502
Vesthimmerlands;Familier;0 år;12 år;2009;3481
Vesthimmerlands;Familier;0 år;12 år;2010;3373
Vesthimmerlands;Familier;0 år;12 år;2011;3306
Vesthimmerlands;Familier;0 år;12 år;2012;3234
Vesthimmerlands;Familier;0 år;12 år;2013;3228
Vesthimmerlands;Familier;0 år;12 år;2014;3190
Vesthimmerlands;Familier;0 år;12 år;2015;3131
Vesthimmerlands;Familier;0 år;12 år;2016;3086
Vesthimmerlands;Familier;0 år;12 år;2017;3078
Vesthimmerlands;Familier;0 år;12 år;2018;3076
Vesthimmerlands;Familier;0 år;12 år;2019;3011
Vesthimmerlands;Familier;0 år;12 år;2020;2942
Vesthimmerlands;Familier;0 år;12 år;2021;2883
Vesthimmerlands;Familier;0 år;12 år;2022;2833
Vesthimmerlands;Familier;0 år;12 år;2023;2856
Vesthimmerlands;Familier;0 år;12 år;2024;2746
Aalborg;Familier;0 år;12 år;1986;17793
Aalborg;Familier;0 år;12 år;1987;17496
Aalborg;Familier;0 år;12 år;1988;17213
Aalborg;Familier;0 år;12 år;1989;16864
Aalborg;Familier;0 år;12 år;1990;16741
Aalborg;Familier;0 år;12 år;1991;16767
Aalborg;Familier;0 år;12 år;1992;16770
Aalborg;Familier;0 år;12 år;1993;16797
Aalborg;Familier;0 år;12 år;1994;16931
Aalborg;Familier;0 år;12 år;1995;17091
Aalborg;Familier;0 år;12 år;1996;17428
Aalborg;Familier;0 år;12 år;1997;17617
Aalborg;Familier;0 år;12 år;1998;17676
Aalborg;Familier;0 år;12 år;1999;17737
Aalborg;Familier;0 år;12 år;2000;17731
Aalborg;Familier;0 år;12 år;2001;17785
Aalborg;Familier;0 år;12 år;2002;17893
Aalborg;Familier;0 år;12 år;2003;17880
Aalborg;Familier;0 år;12 år;2004;17819
Aalborg;Familier;0 år;12 år;2005;17789
Aalborg;Familier;0 år;12 år;2006;17764
Aalborg;Familier;0 år;12 år;2007;17614
Aalborg;Familier;0 år;12 år;2008;17481
Aalborg;Familier;0 år;12 år;2009;17361
Aalborg;Familier;0 år;12 år;2010;17332
Aalborg;Familier;0 år;12 år;2011;17223
Aalborg;Familier;0 år;12 år;2012;17196
Aalborg;Familier;0 år;12 år;2013;17265
Aalborg;Familier;0 år;12 år;2014;17201
Aalborg;Familier;0 år;12 år;2015;17263
Aalborg;Familier;0 år;12 år;2016;17373
Aalborg;Familier;0 år;12 år;2017;17533
Aalborg;Familier;0 år;12 år;2018;17608
Aalborg;Familier;0 år;12 år;2019;17568
Aalborg;Familier;0 år;12 år;2020;17623
Aalborg;Familier;0 år;12 år;2021;17727
Aalborg;Familier;0 år;12 år;2022;17601
Aalborg;Familier;0 år;12 år;2023;17756
Aalborg;Familier;0 år;12 år;2024;17688
