OMRÅDE;ENHED;BOERNALD;BOERNAL1;TID;INDHOLD
Lyngby-Taarbæk;Familier;0 år;12 år;2009;4844
Lyngby-Taarbæk;Familier;0 år;12 år;2010;4903
Lyngby-Taarbæk;Familier;0 år;12 år;2011;5051
Lyngby-Taarbæk;Familier;0 år;12 år;2012;5135
Lyngby-Taarbæk;Familier;0 år;12 år;2013;5206
Lyngby-Taarbæk;Familier;0 år;12 år;2014;5163
Lyngby-Taarbæk;Familier;0 år;12 år;2015;5184
Lyngby-Taarbæk;Familier;0 år;12 år;2016;5212
Lyngby-Taarbæk;Familier;0 år;12 år;2017;5191
Lyngby-Taarbæk;Familier;0 år;12 år;2018;5183
Lyngby-Taarbæk;Familier;0 år;12 år;2019;5179
Lyngby-Taarbæk;Familier;0 år;12 år;2020;5211
Lyngby-Taarbæk;Familier;0 år;12 år;2021;5171
Lyngby-Taarbæk;Familier;0 år;12 år;2022;5160
Lyngby-Taarbæk;Familier;0 år;12 år;2023;5127
Lyngby-Taarbæk;Familier;0 år;12 år;2024;5055
Rødovre;Familier;0 år;12 år;1986;3201
Rødovre;Familier;0 år;12 år;1987;3188
Rødovre;Familier;0 år;12 år;1988;3143
Rødovre;Familier;0 år;12 år;1989;3099
Rødovre;Familier;0 år;12 år;1990;3091
Rødovre;Familier;0 år;12 år;1991;3112
Rødovre;Familier;0 år;12 år;1992;3170
Rødovre;Familier;0 år;12 år;1993;3243
Rødovre;Familier;0 år;12 år;1994;3289
Rødovre;Familier;0 år;12 år;1995;3342
Rødovre;Familier;0 år;12 år;1996;3394
Rødovre;Familier;0 år;12 år;1997;3400
Rødovre;Familier;0 år;12 år;1998;3488
Rødovre;Familier;0 år;12 år;1999;3541
Rødovre;Familier;0 år;12 år;2000;3580
Rødovre;Familier;0 år;12 år;2001;3637
Rødovre;Familier;0 år;12 år;2002;3621
Rødovre;Familier;0 år;12 år;2003;3630
Rødovre;Familier;0 år;12 år;2004;3586
Rødovre;Familier;0 år;12 år;2005;3566
Rødovre;Familier;0 år;12 år;2006;3541
Rødovre;Familier;0 år;12 år;2007;3469
Rødovre;Familier;0 år;12 år;2008;3491
Rødovre;Familier;0 år;12 år;2009;3465
Rødovre;Familier;0 år;12 år;2010;3494
Rødovre;Familier;0 år;12 år;2011;3520
Rødovre;Familier;0 år;12 år;2012;3513
Rødovre;Familier;0 år;12 år;2013;3602
Rødovre;Familier;0 år;12 år;2014;3592
Rødovre;Familier;0 år;12 år;2015;3595
Rødovre;Familier;0 år;12 år;2016;3661
Rødovre;Familier;0 år;12 år;2017;3736
Rødovre;Familier;0 år;12 år;2018;3869
Rødovre;Familier;0 år;12 år;2019;4007
Rødovre;Familier;0 år;12 år;2020;4113
Rødovre;Familier;0 år;12 år;2021;4167
Rødovre;Familier;0 år;12 år;2022;4159
Rødovre;Familier;0 år;12 år;2023;4248
Rødovre;Familier;0 år;12 år;2024;4327
Vallensbæk;Familier;0 år;12 år;1986;1472
Vallensbæk;Familier;0 år;12 år;1987;1404
Vallensbæk;Familier;0 år;12 år;1988;1322
Vallensbæk;Familier;0 år;12 år;1989;1255
Vallensbæk;Familier;0 år;12 år;1990;1216
Vallensbæk;Familier;0 år;12 år;1991;1182
Vallensbæk;Familier;0 år;12 år;1992;1195
Vallensbæk;Familier;0 år;12 år;1993;1207
Vallensbæk;Familier;0 år;12 år;1994;1222
Vallensbæk;Familier;0 år;12 år;1995;1233
Vallensbæk;Familier;0 år;12 år;1996;1234
Vallensbæk;Familier;0 år;12 år;1997;1227
Vallensbæk;Familier;0 år;12 år;1998;1209
Vallensbæk;Familier;0 år;12 år;1999;1214
Vallensbæk;Familier;0 år;12 år;2000;1245
Vallensbæk;Familier;0 år;12 år;2001;1279
Vallensbæk;Familier;0 år;12 år;2002;1291
Vallensbæk;Familier;0 år;12 år;2003;1350
Vallensbæk;Familier;0 år;12 år;2004;1343
Vallensbæk;Familier;0 år;12 år;2005;1324
Vallensbæk;Familier;0 år;12 år;2006;1300
Vallensbæk;Familier;0 år;12 år;2007;1279
Vallensbæk;Familier;0 år;12 år;2008;1311
Vallensbæk;Familier;0 år;12 år;2009;1464
Vallensbæk;Familier;0 år;12 år;2010;1575
Vallensbæk;Familier;0 år;12 år;2011;1598
Vallensbæk;Familier;0 år;12 år;2012;1612
Vallensbæk;Familier;0 år;12 år;2013;1633
Vallensbæk;Familier;0 år;12 år;2014;1649
Vallensbæk;Familier;0 år;12 år;2015;1686
Vallensbæk;Familier;0 år;12 år;2016;1690
Vallensbæk;Familier;0 år;12 år;2017;1738
Vallensbæk;Familier;0 år;12 år;2018;1803
Vallensbæk;Familier;0 år;12 år;2019;1858
Vallensbæk;Familier;0 år;12 år;2020;1848
Vallensbæk;Familier;0 år;12 år;2021;1833
Vallensbæk;Familier;0 år;12 år;2022;1837
Vallensbæk;Familier;0 år;12 år;2023;1887
Vallensbæk;Familier;0 år;12 år;2024;1936
Allerød;Familier;0 år;12 år;1986;2633
Allerød;Familier;0 år;12 år;1987;2572
Allerød;Familier;0 år;12 år;1988;2527
Allerød;Familier;0 år;12 år;1989;2439
Allerød;Familier;0 år;12 år;1990;2419
Allerød;Familier;0 år;12 år;1991;2442
Allerød;Familier;0 år;12 år;1992;2422
Allerød;Familier;0 år;12 år;1993;2359
Allerød;Familier;0 år;12 år;1994;2377
Allerød;Familier;0 år;12 år;1995;2420
Allerød;Familier;0 år;12 år;1996;2476
Allerød;Familier;0 år;12 år;1997;2527
Allerød;Familier;0 år;12 år;1998;2622
Allerød;Familier;0 år;12 år;1999;2687
Allerød;Familier;0 år;12 år;2000;2709
Allerød;Familier;0 år;12 år;2001;2744
Allerød;Familier;0 år;12 år;2002;2758
Allerød;Familier;0 år;12 år;2003;2815
Allerød;Familier;0 år;12 år;2004;2828
Allerød;Familier;0 år;12 år;2005;2852
Allerød;Familier;0 år;12 år;2006;2826
Allerød;Familier;0 år;12 år;2007;2801
Allerød;Familier;0 år;12 år;2008;2730
Allerød;Familier;0 år;12 år;2009;2731
Allerød;Familier;0 år;12 år;2010;2693
Allerød;Familier;0 år;12 år;2011;2666
Allerød;Familier;0 år;12 år;2012;2584
Allerød;Familier;0 år;12 år;2013;2526
Allerød;Familier;0 år;12 år;2014;2487
Allerød;Familier;0 år;12 år;2015;2438
Allerød;Familier;0 år;12 år;2016;2455
Allerød;Familier;0 år;12 år;2017;2478
Allerød;Familier;0 år;12 år;2018;2505
Allerød;Familier;0 år;12 år;2019;2591
Allerød;Familier;0 år;12 år;2020;2578
Allerød;Familier;0 år;12 år;2021;2605
Allerød;Familier;0 år;12 år;2022;2591
Allerød;Familier;0 år;12 år;2023;2576
Allerød;Familier;0 år;12 år;2024;2530
Egedal;Familier;0 år;12 år;1986;4492
Egedal;Familier;0 år;12 år;1987;4348
Egedal;Familier;0 år;12 år;1988;4150
Egedal;Familier;0 år;12 år;1989;4009
Egedal;Familier;0 år;12 år;1990;3937
Egedal;Familier;0 år;12 år;1991;3919
Egedal;Familier;0 år;12 år;1992;3934
Egedal;Familier;0 år;12 år;1993;3967
Egedal;Familier;0 år;12 år;1994;3996
Egedal;Familier;0 år;12 år;1995;3996
Egedal;Familier;0 år;12 år;1996;4118
Egedal;Familier;0 år;12 år;1997;4257
Egedal;Familier;0 år;12 år;1998;4417
Egedal;Familier;0 år;12 år;1999;4494
Egedal;Familier;0 år;12 år;2000;4621
Egedal;Familier;0 år;12 år;2001;4680
Egedal;Familier;0 år;12 år;2002;4733
Egedal;Familier;0 år;12 år;2003;4783
Egedal;Familier;0 år;12 år;2004;4751
Egedal;Familier;0 år;12 år;2005;4861
Egedal;Familier;0 år;12 år;2006;4969
Egedal;Familier;0 år;12 år;2007;4921
Egedal;Familier;0 år;12 år;2008;4887
Egedal;Familier;0 år;12 år;2009;4899
Egedal;Familier;0 år;12 år;2010;4875
Egedal;Familier;0 år;12 år;2011;4815
Egedal;Familier;0 år;12 år;2012;4749
Egedal;Familier;0 år;12 år;2013;4657
Egedal;Familier;0 år;12 år;2014;4628
Egedal;Familier;0 år;12 år;2015;4621
Egedal;Familier;0 år;12 år;2016;4560
Egedal;Familier;0 år;12 år;2017;4517
Egedal;Familier;0 år;12 år;2018;4458
Egedal;Familier;0 år;12 år;2019;4487
Egedal;Familier;0 år;12 år;2020;4439
Egedal;Familier;0 år;12 år;2021;4438
Egedal;Familier;0 år;12 år;2022;4544
Egedal;Familier;0 år;12 år;2023;4587
Egedal;Familier;0 år;12 år;2024;4555
Fredensborg;Familier;0 år;12 år;1986;4709
Fredensborg;Familier;0 år;12 år;1987;4609
Fredensborg;Familier;0 år;12 år;1988;4523
Fredensborg;Familier;0 år;12 år;1989;4414
Fredensborg;Familier;0 år;12 år;1990;4322
Fredensborg;Familier;0 år;12 år;1991;4313
Fredensborg;Familier;0 år;12 år;1992;4252
Fredensborg;Familier;0 år;12 år;1993;4212
Fredensborg;Familier;0 år;12 år;1994;4218
Fredensborg;Familier;0 år;12 år;1995;4271
Fredensborg;Familier;0 år;12 år;1996;4304
Fredensborg;Familier;0 år;12 år;1997;4343
Fredensborg;Familier;0 år;12 år;1998;4421
Fredensborg;Familier;0 år;12 år;1999;4393
Fredensborg;Familier;0 år;12 år;2000;4415
Fredensborg;Familier;0 år;12 år;2001;4437
Fredensborg;Familier;0 år;12 år;2002;4387
Fredensborg;Familier;0 år;12 år;2003;4403
Fredensborg;Familier;0 år;12 år;2004;4344
Fredensborg;Familier;0 år;12 år;2005;4286
Fredensborg;Familier;0 år;12 år;2006;4265
Fredensborg;Familier;0 år;12 år;2007;4278
Fredensborg;Familier;0 år;12 år;2008;4203
Fredensborg;Familier;0 år;12 år;2009;4137
Fredensborg;Familier;0 år;12 år;2010;4067
Fredensborg;Familier;0 år;12 år;2011;4015
Fredensborg;Familier;0 år;12 år;2012;3943
Fredensborg;Familier;0 år;12 år;2013;3866
Fredensborg;Familier;0 år;12 år;2014;3869
Fredensborg;Familier;0 år;12 år;2015;3806
Fredensborg;Familier;0 år;12 år;2016;3808
Fredensborg;Familier;0 år;12 år;2017;3744
Fredensborg;Familier;0 år;12 år;2018;3783
Fredensborg;Familier;0 år;12 år;2019;3736
Fredensborg;Familier;0 år;12 år;2020;3738
Fredensborg;Familier;0 år;12 år;2021;3769
Fredensborg;Familier;0 år;12 år;2022;3776
Fredensborg;Familier;0 år;12 år;2023;3857
Fredensborg;Familier;0 år;12 år;2024;3823
Frederikssund;Familier;0 år;12 år;1986;4032
Frederikssund;Familier;0 år;12 år;1987;3997
Frederikssund;Familier;0 år;12 år;1988;3869
Frederikssund;Familier;0 år;12 år;1989;3722
Frederikssund;Familier;0 år;12 år;1990;3719
Frederikssund;Familier;0 år;12 år;1991;3759
Frederikssund;Familier;0 år;12 år;1992;3780
Frederikssund;Familier;0 år;12 år;1993;3823
Frederikssund;Familier;0 år;12 år;1994;3837
Frederikssund;Familier;0 år;12 år;1995;3861
Frederikssund;Familier;0 år;12 år;1996;3930
Frederikssund;Familier;0 år;12 år;1997;3981
Frederikssund;Familier;0 år;12 år;1998;4052
Frederikssund;Familier;0 år;12 år;1999;4154
Frederikssund;Familier;0 år;12 år;2000;4240
Frederikssund;Familier;0 år;12 år;2001;4323
Frederikssund;Familier;0 år;12 år;2002;4419
Frederikssund;Familier;0 år;12 år;2003;4506
Frederikssund;Familier;0 år;12 år;2004;4560
Frederikssund;Familier;0 år;12 år;2005;4605
Frederikssund;Familier;0 år;12 år;2006;4677
Frederikssund;Familier;0 år;12 år;2007;4667
Frederikssund;Familier;0 år;12 år;2008;4616
Frederikssund;Familier;0 år;12 år;2009;4540
Frederikssund;Familier;0 år;12 år;2010;4460
Frederikssund;Familier;0 år;12 år;2011;4414
Frederikssund;Familier;0 år;12 år;2012;4306
Frederikssund;Familier;0 år;12 år;2013;4232
Frederikssund;Familier;0 år;12 år;2014;4147
Frederikssund;Familier;0 år;12 år;2015;4014
Frederikssund;Familier;0 år;12 år;2016;3950
Frederikssund;Familier;0 år;12 år;2017;3919
Frederikssund;Familier;0 år;12 år;2018;3856
Frederikssund;Familier;0 år;12 år;2019;3767
Frederikssund;Familier;0 år;12 år;2020;3713
Frederikssund;Familier;0 år;12 år;2021;3637
Frederikssund;Familier;0 år;12 år;2022;3645
Frederikssund;Familier;0 år;12 år;2023;3662
Frederikssund;Familier;0 år;12 år;2024;3605
Furesø;Familier;0 år;12 år;1986;4058
Furesø;Familier;0 år;12 år;1987;3877
Furesø;Familier;0 år;12 år;1988;3715
Furesø;Familier;0 år;12 år;1989;3644
Furesø;Familier;0 år;12 år;1990;3527
Furesø;Familier;0 år;12 år;1991;3546
Furesø;Familier;0 år;12 år;1992;3568
Furesø;Familier;0 år;12 år;1993;3604
Furesø;Familier;0 år;12 år;1994;3650
Furesø;Familier;0 år;12 år;1995;3796
Furesø;Familier;0 år;12 år;1996;3865
Furesø;Familier;0 år;12 år;1997;3953
Furesø;Familier;0 år;12 år;1998;4030
Furesø;Familier;0 år;12 år;1999;4128
Furesø;Familier;0 år;12 år;2000;4197
Furesø;Familier;0 år;12 år;2001;4246
Furesø;Familier;0 år;12 år;2002;4255
Furesø;Familier;0 år;12 år;2003;4189
Furesø;Familier;0 år;12 år;2004;4169
Furesø;Familier;0 år;12 år;2005;4191
Furesø;Familier;0 år;12 år;2006;4171
Furesø;Familier;0 år;12 år;2007;4177
Furesø;Familier;0 år;12 år;2008;4140
Furesø;Familier;0 år;12 år;2009;4093
Furesø;Familier;0 år;12 år;2010;4097
Furesø;Familier;0 år;12 år;2011;4048
Furesø;Familier;0 år;12 år;2012;3925
Furesø;Familier;0 år;12 år;2013;3856
Furesø;Familier;0 år;12 år;2014;3845
Furesø;Familier;0 år;12 år;2015;3881
Furesø;Familier;0 år;12 år;2016;3976
Furesø;Familier;0 år;12 år;2017;4052
Furesø;Familier;0 år;12 år;2018;4099
Furesø;Familier;0 år;12 år;2019;4090
Furesø;Familier;0 år;12 år;2020;4079
Furesø;Familier;0 år;12 år;2021;4116
Furesø;Familier;0 år;12 år;2022;4194
Furesø;Familier;0 år;12 år;2023;4288
Furesø;Familier;0 år;12 år;2024;4237
Gribskov;Familier;0 år;12 år;1986;3675
Gribskov;Familier;0 år;12 år;1987;3607
Gribskov;Familier;0 år;12 år;1988;3532
Gribskov;Familier;0 år;12 år;1989;3480
Gribskov;Familier;0 år;12 år;1990;3412
Gribskov;Familier;0 år;12 år;1991;3440
Gribskov;Familier;0 år;12 år;1992;3420
Gribskov;Familier;0 år;12 år;1993;3425
Gribskov;Familier;0 år;12 år;1994;3476
Gribskov;Familier;0 år;12 år;1995;3489
Gribskov;Familier;0 år;12 år;1996;3621
Gribskov;Familier;0 år;12 år;1997;3727
Gribskov;Familier;0 år;12 år;1998;3815
Gribskov;Familier;0 år;12 år;1999;3903
Gribskov;Familier;0 år;12 år;2000;3941
Gribskov;Familier;0 år;12 år;2001;3957
Gribskov;Familier;0 år;12 år;2002;3988
Gribskov;Familier;0 år;12 år;2003;4039
Gribskov;Familier;0 år;12 år;2004;4063
Gribskov;Familier;0 år;12 år;2005;4050
Gribskov;Familier;0 år;12 år;2006;3993
Gribskov;Familier;0 år;12 år;2007;3949
Gribskov;Familier;0 år;12 år;2008;3899
Gribskov;Familier;0 år;12 år;2009;3832
Gribskov;Familier;0 år;12 år;2010;3743
Gribskov;Familier;0 år;12 år;2011;3661
Gribskov;Familier;0 år;12 år;2012;3585
Gribskov;Familier;0 år;12 år;2013;3543
Gribskov;Familier;0 år;12 år;2014;3459
Gribskov;Familier;0 år;12 år;2015;3353
Gribskov;Familier;0 år;12 år;2016;3330
Gribskov;Familier;0 år;12 år;2017;3239
Gribskov;Familier;0 år;12 år;2018;3213
Gribskov;Familier;0 år;12 år;2019;3158
Gribskov;Familier;0 år;12 år;2020;3068
Gribskov;Familier;0 år;12 år;2021;3007
Gribskov;Familier;0 år;12 år;2022;2964
Gribskov;Familier;0 år;12 år;2023;2990
Gribskov;Familier;0 år;12 år;2024;3011
Halsnæs;Familier;0 år;12 år;1986;2792
Halsnæs;Familier;0 år;12 år;1987;2777
Halsnæs;Familier;0 år;12 år;1988;2748
Halsnæs;Familier;0 år;12 år;1989;2685
Halsnæs;Familier;0 år;12 år;1990;2662
Halsnæs;Familier;0 år;12 år;1991;2642
Halsnæs;Familier;0 år;12 år;1992;2629
Halsnæs;Familier;0 år;12 år;1993;2626
Halsnæs;Familier;0 år;12 år;1994;2609
Halsnæs;Familier;0 år;12 år;1995;2620
Halsnæs;Familier;0 år;12 år;1996;2678
Halsnæs;Familier;0 år;12 år;1997;2719
Halsnæs;Familier;0 år;12 år;1998;2774
Halsnæs;Familier;0 år;12 år;1999;2867
Halsnæs;Familier;0 år;12 år;2000;2864
Halsnæs;Familier;0 år;12 år;2001;2904
Halsnæs;Familier;0 år;12 år;2002;2908
Halsnæs;Familier;0 år;12 år;2003;2912
Halsnæs;Familier;0 år;12 år;2004;2902
Halsnæs;Familier;0 år;12 år;2005;2930
Halsnæs;Familier;0 år;12 år;2006;2951
Halsnæs;Familier;0 år;12 år;2007;2968
Halsnæs;Familier;0 år;12 år;2008;2930
Halsnæs;Familier;0 år;12 år;2009;2916
Halsnæs;Familier;0 år;12 år;2010;2934
Halsnæs;Familier;0 år;12 år;2011;2883
Halsnæs;Familier;0 år;12 år;2012;2811
Halsnæs;Familier;0 år;12 år;2013;2738
Halsnæs;Familier;0 år;12 år;2014;2646
Halsnæs;Familier;0 år;12 år;2015;2590
Halsnæs;Familier;0 år;12 år;2016;2576
Halsnæs;Familier;0 år;12 år;2017;2553
Halsnæs;Familier;0 år;12 år;2018;2534
Halsnæs;Familier;0 år;12 år;2019;2489
Halsnæs;Familier;0 år;12 år;2020;2450
Halsnæs;Familier;0 år;12 år;2021;2402
Halsnæs;Familier;0 år;12 år;2022;2338
Halsnæs;Familier;0 år;12 år;2023;2323
Halsnæs;Familier;0 år;12 år;2024;2275
Helsingør;Familier;0 år;12 år;1986;5513
Helsingør;Familier;0 år;12 år;1987;5376
Helsingør;Familier;0 år;12 år;1988;5260
Helsingør;Familier;0 år;12 år;1989;5239
Helsingør;Familier;0 år;12 år;1990;5211
Helsingør;Familier;0 år;12 år;1991;5172
Helsingør;Familier;0 år;12 år;1992;5208
Helsingør;Familier;0 år;12 år;1993;5224
Helsingør;Familier;0 år;12 år;1994;5243
Helsingør;Familier;0 år;12 år;1995;5399
Helsingør;Familier;0 år;12 år;1996;5597
Helsingør;Familier;0 år;12 år;1997;5740
Helsingør;Familier;0 år;12 år;1998;5882
Helsingør;Familier;0 år;12 år;1999;5998
Helsingør;Familier;0 år;12 år;2000;6065
Helsingør;Familier;0 år;12 år;2001;6207
Helsingør;Familier;0 år;12 år;2002;6250
Helsingør;Familier;0 år;12 år;2003;6300
Helsingør;Familier;0 år;12 år;2004;6402
Helsingør;Familier;0 år;12 år;2005;6387
Helsingør;Familier;0 år;12 år;2006;6358
Helsingør;Familier;0 år;12 år;2007;6256
Helsingør;Familier;0 år;12 år;2008;6129
Helsingør;Familier;0 år;12 år;2009;6098
Helsingør;Familier;0 år;12 år;2010;6034
Helsingør;Familier;0 år;12 år;2011;5909
Helsingør;Familier;0 år;12 år;2012;5769
Helsingør;Familier;0 år;12 år;2013;5666
Helsingør;Familier;0 år;12 år;2014;5494
Helsingør;Familier;0 år;12 år;2015;5456
Helsingør;Familier;0 år;12 år;2016;5412
Helsingør;Familier;0 år;12 år;2017;5364
Helsingør;Familier;0 år;12 år;2018;5311
Helsingør;Familier;0 år;12 år;2019;5195
Helsingør;Familier;0 år;12 år;2020;5177
Helsingør;Familier;0 år;12 år;2021;5153
Helsingør;Familier;0 år;12 år;2022;5091
Helsingør;Familier;0 år;12 år;2023;5094
Helsingør;Familier;0 år;12 år;2024;5053
Hillerød;Familier;0 år;12 år;1986;4190
Hillerød;Familier;0 år;12 år;1987;4126
Hillerød;Familier;0 år;12 år;1988;4077
Hillerød;Familier;0 år;12 år;1989;3973
Hillerød;Familier;0 år;12 år;1990;3902
Hillerød;Familier;0 år;12 år;1991;3914
Hillerød;Familier;0 år;12 år;1992;3922
Hillerød;Familier;0 år;12 år;1993;3991
Hillerød;Familier;0 år;12 år;1994;4078
Hillerød;Familier;0 år;12 år;1995;4182
Hillerød;Familier;0 år;12 år;1996;4320
Hillerød;Familier;0 år;12 år;1997;4442
Hillerød;Familier;0 år;12 år;1998;4555
Hillerød;Familier;0 år;12 år;1999;4622
Hillerød;Familier;0 år;12 år;2000;4720
Hillerød;Familier;0 år;12 år;2001;4838
Hillerød;Familier;0 år;12 år;2002;4912
Hillerød;Familier;0 år;12 år;2003;4978
Hillerød;Familier;0 år;12 år;2004;4969
Hillerød;Familier;0 år;12 år;2005;4982
Hillerød;Familier;0 år;12 år;2006;5174
Hillerød;Familier;0 år;12 år;2007;5211
Hillerød;Familier;0 år;12 år;2008;5172
Hillerød;Familier;0 år;12 år;2009;5187
Hillerød;Familier;0 år;12 år;2010;5134
Hillerød;Familier;0 år;12 år;2011;5045
Hillerød;Familier;0 år;12 år;2012;4996
Hillerød;Familier;0 år;12 år;2013;4913
Hillerød;Familier;0 år;12 år;2014;4838
Hillerød;Familier;0 år;12 år;2015;4820
Hillerød;Familier;0 år;12 år;2016;4811
Hillerød;Familier;0 år;12 år;2017;4823
Hillerød;Familier;0 år;12 år;2018;4832
Hillerød;Familier;0 år;12 år;2019;4814
Hillerød;Familier;0 år;12 år;2020;4768
Hillerød;Familier;0 år;12 år;2021;4735
Hillerød;Familier;0 år;12 år;2022;4865
Hillerød;Familier;0 år;12 år;2023;4880
Hillerød;Familier;0 år;12 år;2024;4871
Hørsholm;Familier;0 år;12 år;1986;2229
Hørsholm;Familier;0 år;12 år;1987;2220
Hørsholm;Familier;0 år;12 år;1988;2116
Hørsholm;Familier;0 år;12 år;1989;2027
Hørsholm;Familier;0 år;12 år;1990;2022
Hørsholm;Familier;0 år;12 år;1991;1981
Hørsholm;Familier;0 år;12 år;1992;1988
Hørsholm;Familier;0 år;12 år;1993;1945
Hørsholm;Familier;0 år;12 år;1994;1975
Hørsholm;Familier;0 år;12 år;1995;2030
Hørsholm;Familier;0 år;12 år;1996;2089
Hørsholm;Familier;0 år;12 år;1997;2086
Hørsholm;Familier;0 år;12 år;1998;2115
Hørsholm;Familier;0 år;12 år;1999;2152
Hørsholm;Familier;0 år;12 år;2000;2256
Hørsholm;Familier;0 år;12 år;2001;2320
Hørsholm;Familier;0 år;12 år;2002;2389
Hørsholm;Familier;0 år;12 år;2003;2428
Hørsholm;Familier;0 år;12 år;2004;2452
Hørsholm;Familier;0 år;12 år;2005;2470
Hørsholm;Familier;0 år;12 år;2006;2483
Hørsholm;Familier;0 år;12 år;2007;2452
Hørsholm;Familier;0 år;12 år;2008;2403
Hørsholm;Familier;0 år;12 år;2009;2389
Hørsholm;Familier;0 år;12 år;2010;2350
Hørsholm;Familier;0 år;12 år;2011;2316
Hørsholm;Familier;0 år;12 år;2012;2232
Hørsholm;Familier;0 år;12 år;2013;2212
Hørsholm;Familier;0 år;12 år;2014;2180
Hørsholm;Familier;0 år;12 år;2015;2190
Hørsholm;Familier;0 år;12 år;2016;2165
Hørsholm;Familier;0 år;12 år;2017;2143
Hørsholm;Familier;0 år;12 år;2018;2150
Hørsholm;Familier;0 år;12 år;2019;2159
Hørsholm;Familier;0 år;12 år;2020;2132
Hørsholm;Familier;0 år;12 år;2021;2133
Hørsholm;Familier;0 år;12 år;2022;2086
Hørsholm;Familier;0 år;12 år;2023;2023
Hørsholm;Familier;0 år;12 år;2024;1996
Rudersdal;Familier;0 år;12 år;1986;4942
Rudersdal;Familier;0 år;12 år;1987;4775
Rudersdal;Familier;0 år;12 år;1988;4595
Rudersdal;Familier;0 år;12 år;1989;4448
Rudersdal;Familier;0 år;12 år;1990;4382
Rudersdal;Familier;0 år;12 år;1991;4411
Rudersdal;Familier;0 år;12 år;1992;4438
Rudersdal;Familier;0 år;12 år;1993;4421
Rudersdal;Familier;0 år;12 år;1994;4489
Rudersdal;Familier;0 år;12 år;1995;4696
Rudersdal;Familier;0 år;12 år;1996;4880
Rudersdal;Familier;0 år;12 år;1997;5088
Rudersdal;Familier;0 år;12 år;1998;5161
Rudersdal;Familier;0 år;12 år;1999;5217
Rudersdal;Familier;0 år;12 år;2000;5252
Rudersdal;Familier;0 år;12 år;2001;5439
Rudersdal;Familier;0 år;12 år;2002;5552
Rudersdal;Familier;0 år;12 år;2003;5635
Rudersdal;Familier;0 år;12 år;2004;5623
Rudersdal;Familier;0 år;12 år;2005;5740
Rudersdal;Familier;0 år;12 år;2006;5801
Rudersdal;Familier;0 år;12 år;2007;5716
Rudersdal;Familier;0 år;12 år;2008;5586
Rudersdal;Familier;0 år;12 år;2009;5483
Rudersdal;Familier;0 år;12 år;2010;5486
Rudersdal;Familier;0 år;12 år;2011;5494
Rudersdal;Familier;0 år;12 år;2012;5392
Rudersdal;Familier;0 år;12 år;2013;5379
Rudersdal;Familier;0 år;12 år;2014;5343
Rudersdal;Familier;0 år;12 år;2015;5345
Rudersdal;Familier;0 år;12 år;2016;5333
Rudersdal;Familier;0 år;12 år;2017;5309
Rudersdal;Familier;0 år;12 år;2018;5270
Rudersdal;Familier;0 år;12 år;2019;5312
Rudersdal;Familier;0 år;12 år;2020;5310
Rudersdal;Familier;0 år;12 år;2021;5347
Rudersdal;Familier;0 år;12 år;2022;5417
Rudersdal;Familier;0 år;12 år;2023;5311
Rudersdal;Familier;0 år;12 år;2024;5175
Bornholm;Familier;0 år;12 år;1986;4797
Bornholm;Familier;0 år;12 år;1987;4743
Bornholm;Familier;0 år;12 år;1988;4680
Bornholm;Familier;0 år;12 år;1989;4600
Bornholm;Familier;0 år;12 år;1990;4504
Bornholm;Familier;0 år;12 år;1991;4422
Bornholm;Familier;0 år;12 år;1992;4384
Bornholm;Familier;0 år;12 år;1993;4322
Bornholm;Familier;0 år;12 år;1994;4279
Bornholm;Familier;0 år;12 år;1995;4220
Bornholm;Familier;0 år;12 år;1996;4248
Bornholm;Familier;0 år;12 år;1997;4247
Bornholm;Familier;0 år;12 år;1998;4234
Bornholm;Familier;0 år;12 år;1999;4185
Bornholm;Familier;0 år;12 år;2000;4133
Bornholm;Familier;0 år;12 år;2001;4081
Bornholm;Familier;0 år;12 år;2002;4064
Bornholm;Familier;0 år;12 år;2003;4010
Bornholm;Familier;0 år;12 år;2004;3920
Bornholm;Familier;0 år;12 år;2005;3795
Bornholm;Familier;0 år;12 år;2006;3718
Bornholm;Familier;0 år;12 år;2007;3665
Bornholm;Familier;0 år;12 år;2008;3551
Bornholm;Familier;0 år;12 år;2009;3441
Bornholm;Familier;0 år;12 år;2010;3324
Bornholm;Familier;0 år;12 år;2011;3236
Bornholm;Familier;0 år;12 år;2012;3099
Bornholm;Familier;0 år;12 år;2013;3000
Bornholm;Familier;0 år;12 år;2014;2885
Bornholm;Familier;0 år;12 år;2015;2793
Bornholm;Familier;0 år;12 år;2016;2772
Bornholm;Familier;0 år;12 år;2017;2770
Bornholm;Familier;0 år;12 år;2018;2758
Bornholm;Familier;0 år;12 år;2019;2748
Bornholm;Familier;0 år;12 år;2020;2756
Bornholm;Familier;0 år;12 år;2021;2750
Bornholm;Familier;0 år;12 år;2022;2722
Bornholm;Familier;0 år;12 år;2023;2738
Bornholm;Familier;0 år;12 år;2024;2700
Christiansø;Familier;0 år;12 år;1986;12
Christiansø;Familier;0 år;12 år;1987;14
Christiansø;Familier;0 år;12 år;1988;13
Christiansø;Familier;0 år;12 år;1989;15
Christiansø;Familier;0 år;12 år;1990;14
Christiansø;Familier;0 år;12 år;1991;13
Christiansø;Familier;0 år;12 år;1992;9
Christiansø;Familier;0 år;12 år;1993;11
